entry_time,exit_time,entry_price,exit_price,side,pnl_pct
2015-01-23 00:00:00+00:00,2015-01-24 00:00:00+00:00,228.18335976,231.39833552899998,-1,-0.013893685802234601
2015-02-05 00:00:00+00:00,2015-02-05 00:00:00+00:00,222.1554,221.694944832,1,-0.0020726715083224656
2015-02-21 00:00:00+00:00,2015-02-22 00:00:00+00:00,239.952225783,240.28839421699996,-1,-0.0013990206855200027
2015-03-11 00:00:00+00:00,2015-03-13 00:00:00+00:00,290.7963,287.19178362299994,-1,0.012550903551376447
2015-03-26 00:00:00+00:00,2015-03-27 00:00:00+00:00,250.67534999999998,249.873036351,1,-0.003200608472272992
2015-06-13 00:00:00+00:00,2015-06-14 00:00:00+00:00,228.608611875,231.217198822,-1,-0.011281976255616666
2015-07-28 00:00:00+00:00,2015-07-29 00:00:00+00:00,295.9440159,286.7991,1,-0.030900830591857886
2015-10-15 00:00:00+00:00,2015-10-17 00:00:00+00:00,254.1778,269.811,1,0.061504978011454936
2015-10-26 00:00:00+00:00,2015-10-27 00:00:00+00:00,284.210603217,286.2002,-1,-0.006951765872280857
2015-12-03 00:00:00+00:00,2015-12-05 00:00:00+00:00,359.711622,387.37864499999995,1,0.07691445399003527
2016-06-25 00:00:00+00:00,2016-06-27 00:00:00+00:00,671.819397,663.9634493,-1,0.011831897837572658
2016-09-22 00:00:00+00:00,2016-09-24 00:00:00+00:00,599.3442474999999,603.5762007,1,0.007060972417191724
2016-12-12 00:00:00+00:00,2016-12-14 00:00:00+00:00,771.8649275,777.0147086999999,1,0.0066718683755713215
2016-12-31 00:00:00+00:00,2017-01-02 00:00:00+00:00,961.3324619999999,1017.0785463,1,0.057988351068498645
2018-09-17 00:00:00+00:00,2018-09-17 00:00:00+00:00,6506.251189999999,6338.36004,1,-0.0258045908614849
2018-11-19 00:00:00+00:00,2018-11-21 00:00:00+00:00,5557.1073,4551.383739999999,-1,0.22097094366294856
2018-12-25 00:00:00+00:00,2018-12-27 00:00:00+00:00,4030.87641,3591.1120199999996,-1,0.12245911226127681
2019-05-08 00:00:00+00:00,2019-05-08 00:00:00+00:00,5742.9771,5971.97746,-1,-0.03834581786917868
2019-10-27 00:00:00+00:00,2019-10-28 00:00:00+00:00,9255.21681,9827.874699999998,-1,-0.058268741460450135
2020-03-17 00:00:00+00:00,2020-03-19 00:00:00+00:00,5047.5307999999995,6180.1708499999995,1,0.22439487640174471
2020-04-14 00:00:00+00:00,2020-04-15 00:00:00+00:00,6866.90347,6767.95911,1,-0.014408875912158448
2021-02-23 00:00:00+00:00,2021-02-23 00:00:00+00:00,54165.889599999995,44970.4986,1,-0.16976350001643836
2021-03-17 00:00:00+00:00,2021-03-19 00:00:00+00:00,56930.923769999994,56967.0951,1,0.0006353547001298754
2021-12-05 00:00:00+00:00,2021-12-06 00:00:00+00:00,49279.4715,47798.71745999999,1,-0.030048090917533576
2023-02-23 00:00:00+00:00,2023-02-24 00:00:00+00:00,24204.63139,23598.76929,1,-0.025030833572219024
2023-03-11 00:00:00+00:00,2023-03-13 00:00:00+00:00,20238.85729,24191.35419,1,0.19529249321565811
2023-08-23 00:00:00+00:00,2023-08-25 00:00:00+00:00,26058.728349999998,25857.58701,1,-0.007718770359720906
2024-02-18 00:00:00+00:00,2024-02-20 00:00:00+00:00,51736.290069999995,51668.60664,1,-0.0013082389539029737
